PC1,PC2,business_id,rating_imputed,log_review_count,has_website,has_phone,has_social_media,electrical_related,industrial_related,rating_missing,category_group_Automation_Maintenance,category_group_Construction_Engineering,category_group_Electrical_Electronics,category_group_Industrial_Manufacturing,category_group_Other,category_group_Real_Estate,category_group_Suppliers_Retail,cluster
-0.2756175294794228,2.546100990122708,B001,0.2263688595864278,0.7370494584397603,-0.4714045207910318,0.5614422421802155,-0.1849000654084097,1.781127113123442,1.450022104163969,-0.5359422007578724,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4
-0.6112774158937053,1.6190420196039326,B002,0.5273648157398085,-0.5297122415099208,-0.4714045207910318,0.5614422421802155,-0.1849000654084097,1.781127113123442,-0.6896446592974974,-0.5359422007578724,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4
-2.5448650798122796,1.6358686207543458,B003,0.5273648157398085,-1.2306048467695017,-0.4714045207910318,0.5614422421802155,-0.1849000654084097,1.781127113123442,1.450022104163969,1.8658728470829629,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
-0.944680081604829,2.096159618883905,B004,0.5273648157398085,-0.5297122415099208,-0.4714045207910318,0.5614422421802155,-0.1849000654084097,1.781127113123442,1.450022104163969,-0.5359422007578724,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
0.4006417776368363,1.8990556672082881,B005,0.0758708815097381,1.0977099901410985,-0.4714045207910318,0.5614422421802155,-0.1849000654084097,1.781127113123442,-0.6896446592974974,-0.5359422007578724,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4
-2.1123077142092583,0.9350427171040829,B006,0.5273648157398085,-1.2306048467695017,-0.4714045207910318,0.5614422421802155,-0.1849000654084097,1.781127113123442,-0.6896446592974974,1.8658728470829629,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
-2.54486507981228,1.6358686207543456,B007,0.5273648157398085,-1.2306048467695017,-0.4714045207910318,0.5614422421802155,-0.1849000654084097,1.781127113123442,1.450022104163969,1.8658728470829629,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
0.3244357003255224,0.4827773019680529,B008,-0.9776149650270938,-0.1197163504003099,-0.4714045207910318,0.5614422421802155,-0.1849000654084097,-0.5614422421802154,1.450022104163969,-0.5359422007578724,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5
-1.5478925832805717,1.522777231242508,B009,0.5273648157398085,-1.2306048467695017,2.121320343559643,0.5614422421802155,-0.1849000654084097,1.781127113123442,1.450022104163969,1.8658728470829629,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
-0.3221429947251876,2.624855323794258,B010,0.5273648157398085,0.872072969009241,-0.4714045207910318,0.5614422421802155,-0.1849000654084097,1.781127113123442,1.450022104163969,-0.5359422007578724,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4
-1.0438347814967308,2.3198679232541974,B011,0.5273648157398085,-0.5297122415099208,-0.4714045207910318,0.5614422421802155,-0.1849000654084097,1.781127113123442,1.450022104163969,-0.5359422007578724,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4
0.18352194805858218,0.024025291252666614,B012,0.5273648157398085,-0.1197163504003099,-0.4714045207910318,0.5614422421802155,-0.1849000654084097,-0.5614422421802154,-0.6896446592974974,-0.5359422007578724,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5
-0.039350206338036875,1.860738816128143,B013,0.5273648157398085,0.5811762548592709,-0.4714045207910318,0.5614422421802155,-0.1849000654084097,1.781127113123442,-0.6896446592974974,-0.5359422007578724,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4
-2.6990653030313907,-0.17918607058283642,B014,0.5273648157398085,-1.2306048467695017,-0.4714045207910318,-1.7811271131234423,-0.1849000654084097,1.781127113123442,-0.6896446592974974,1.8658728470829629,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
-1.0438347814967308,2.3198679232541974,B015,0.5273648157398085,-0.5297122415099208,-0.4714045207910318,0.5614422421802155,-0.1849000654084097,1.781127113123442,1.450022104163969,-0.5359422007578724,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4
0.08522836390634932,2.698594690392738,B016,0.2263688595864278,1.4379420636993412,-0.4714045207910318,0.5614422421802155,-0.1849000654084097,1.781127113123442,1.450022104163969,-0.5359422007578724,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4
-0.17457800036489257,2.438688766943232,B017,0.5273648157398085,0.9911721459688818,-0.4714045207910318,0.5614422421802155,-0.1849000654084097,1.781127113123442,1.450022104163969,-0.5359422007578724,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4
-0.6829888881109594,2.4723616235242267,B018,0.5273648157398085,0.1711803637496602,-0.4714045207910318,0.5614422421802155,-0.1849000654084097,1.781127113123442,1.450022104163969,-0.5359422007578724,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4
