business_id,rating_imputed,log_review_count,has_website,has_phone,has_social_media,electrical_related,industrial_related,rating_missing,category_group_Automation_Maintenance,category_group_Construction_Engineering,category_group_Electrical_Electronics,category_group_Industrial_Manufacturing,category_group_Other,category_group_Real_Estate,category_group_Suppliers_Retail,cluster
B001,0.2263688595864278,0.7370494584397603,-0.4714045207910318,0.5614422421802155,-0.1849000654084097,1.781127113123442,1.450022104163969,-0.5359422007578724,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4
B002,0.5273648157398085,-0.5297122415099208,-0.4714045207910318,0.5614422421802155,-0.1849000654084097,1.781127113123442,-0.6896446592974974,-0.5359422007578724,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4
B003,0.5273648157398085,-1.2306048467695017,-0.4714045207910318,0.5614422421802155,-0.1849000654084097,1.781127113123442,1.450022104163969,1.8658728470829629,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
B004,0.5273648157398085,-0.5297122415099208,-0.4714045207910318,0.5614422421802155,-0.1849000654084097,1.781127113123442,1.450022104163969,-0.5359422007578724,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
B005,0.0758708815097381,1.0977099901410985,-0.4714045207910318,0.5614422421802155,-0.1849000654084097,1.781127113123442,-0.6896446592974974,-0.5359422007578724,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4
B006,0.5273648157398085,-1.2306048467695017,-0.4714045207910318,0.5614422421802155,-0.1849000654084097,1.781127113123442,-0.6896446592974974,1.8658728470829629,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
B007,0.5273648157398085,-1.2306048467695017,-0.4714045207910318,0.5614422421802155,-0.1849000654084097,1.781127113123442,1.450022104163969,1.8658728470829629,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
B008,-0.9776149650270938,-0.1197163504003099,-0.4714045207910318,0.5614422421802155,-0.1849000654084097,-0.5614422421802154,1.450022104163969,-0.5359422007578724,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5
B009,0.5273648157398085,-1.2306048467695017,2.121320343559643,0.5614422421802155,-0.1849000654084097,1.781127113123442,1.450022104163969,1.8658728470829629,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
B010,0.5273648157398085,0.872072969009241,-0.4714045207910318,0.5614422421802155,-0.1849000654084097,1.781127113123442,1.450022104163969,-0.5359422007578724,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4
B011,0.5273648157398085,-0.5297122415099208,-0.4714045207910318,0.5614422421802155,-0.1849000654084097,1.781127113123442,1.450022104163969,-0.5359422007578724,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4
B012,0.5273648157398085,-0.1197163504003099,-0.4714045207910318,0.5614422421802155,-0.1849000654084097,-0.5614422421802154,-0.6896446592974974,-0.5359422007578724,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5
B013,0.5273648157398085,0.5811762548592709,-0.4714045207910318,0.5614422421802155,-0.1849000654084097,1.781127113123442,-0.6896446592974974,-0.5359422007578724,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4
B014,0.5273648157398085,-1.2306048467695017,-0.4714045207910318,-1.7811271131234423,-0.1849000654084097,1.781127113123442,-0.6896446592974974,1.8658728470829629,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
B015,0.5273648157398085,-0.5297122415099208,-0.4714045207910318,0.5614422421802155,-0.1849000654084097,1.781127113123442,1.450022104163969,-0.5359422007578724,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4
B016,0.2263688595864278,1.4379420636993412,-0.4714045207910318,0.5614422421802155,-0.1849000654084097,1.781127113123442,1.450022104163969,-0.5359422007578724,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4
B017,0.5273648157398085,0.9911721459688818,-0.4714045207910318,0.5614422421802155,-0.1849000654084097,1.781127113123442,1.450022104163969,-0.5359422007578724,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4
B018,0.5273648157398085,0.1711803637496602,-0.4714045207910318,0.5614422421802155,-0.1849000654084097,1.781127113123442,1.450022104163969,-0.5359422007578724,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4
B019,0.5273648157398085,-1.2306048467695017,-0.4714045207910318,0.5614422421802155,-0.1849000654084097,1.781127113123442,1.450022104163969,1.8658728470829629,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
B020,0.5273648157398085,-0.5297122415099208,-0.4714045207910318,0.5614422421802155,-0.1849000654084097,1.781127113123442,1.450022104163969,-0.5359422007578724,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4
B021,0.5273648157398085,-0.5297122415099208,-0.4714045207910318,0.5614422421802155,-0.1849000654084097,1.781127113123442,-0.6896446592974974,-0.5359422007578724,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4
B022,-0.3756230527203323,1.798602595400679,-0.4714045207910318,0.5614422421802155,-0.1849000654084097,1.781127113123442,-0.6896446592974974,-0.5359422007578724,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4
B023,-0.3756230527203323,0.9911721459688818,-0.4714045207910318,0.5614422421802155,-0.1849000654084097,1.781127113123442,-0.6896446592974974,-0.5359422007578724,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4
B024,0.5273648157398085,0.5811762548592709,-0.4714045207910318,0.5614422421802155,-0.1849000654084097,1.781127113123442,-0.6896446592974974,-0.5359422007578724,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4
B025,0.5273648157398085,0.1711803637496602,-0.4714045207910318,0.5614422421802155,-0.1849000654084097,1.781127113123442,1.450022104163969,-0.5359422007578724,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4
B026,-0.2251250746436426,2.392957356488044,-0.4714045207910318,0.5614422421802155,-0.1849000654084097,-0.5614422421802154,-0.6896446592974974,-0.5359422007578724,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5
B027,-1.2786109211804744,1.6342676329361778,-0.4714045207910318,0.5614422421802155,-0.1849000654084097,-0.5614422421802154,1.450022104163969,-0.5359422007578724,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5
B028,-0.2251250746436426,-0.1197163504003099,-0.4714045207910318,0.5614422421802155,-0.1849000654084097,1.781127113123442,-0.6896446592974974,-0.5359422007578724,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4
B029,0.5273648157398085,-0.5297122415099208,-0.4714045207910318,0.5614422421802155,-0.1849000654084097,1.781127113123442,-0.6896446592974974,-0.5359422007578724,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4
B030,0.5273648157398085,-0.1197163504003099,-0.4714045207910318,0.5614422421802155,-0.1849000654084097,1.781127113123442,-0.6896446592974974,-0.5359422007578724,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4
B031,0.5273648157398085,-1.2306048467695017,-0.4714045207910318,0.5614422421802155,-0.1849000654084097,1.781127113123442,1.450022104163969,1.8658728470829629,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
B032,0.2263688595864278,0.5811762548592709,2.121320343559643,0.5614422421802155,-0.1849000654084097,-0.5614422421802154,1.450022104163969,-0.5359422007578724,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2
B033,-0.2251250746436426,-0.1197163504003099,2.121320343559643,0.5614422421802155,-0.1849000654084097,-0.5614422421802154,1.450022104163969,-0.5359422007578724,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2
B034,0.5273648157398085,0.1711803637496602,-0.4714045207910318,0.5614422421802155,-0.1849000654084097,1.781127113123442,1.450022104163969,-0.5359422007578724,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4
B035,-0.9776149650270938,-0.5297122415099208,-0.4714045207910318,0.5614422421802155,-0.1849000654084097,-0.5614422421802154,-0.6896446592974974,-0.5359422007578724,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5
B036,0.5273648157398085,-0.5297122415099208,-0.4714045207910318,-1.7811271131234423,-0.1849000654084097,-0.5614422421802154,1.450022104163969,-0.5359422007578724,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6
B037,-0.5261210307970233,0.1711803637496602,-0.4714045207910318,0.5614422421802155,-0.1849000654084097,-0.5614422421802154,-0.6896446592974974,-0.5359422007578724,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5
